,age,c_charge_degree,race,age_cat,sex,priors_count,days_b_screening_arrest,decile_score,is_recid,two_year_recid
3217,25,0,0,1,0,1,-1.0,3,0,0
3218,49,1,0,0,0,1,-1.0,7,1,0
3219,50,0,1,0,0,0,0.0,1,1,1
3220,47,0,0,0,0,3,-1.0,8,1,1
3221,37,0,0,1,0,14,-1.0,8,0,0
3222,26,1,1,1,0,0,0.0,2,0,0
3223,28,0,0,1,0,21,-1.0,10,1,0
3224,26,0,0,1,1,3,-1.0,2,1,1
3225,48,0,0,0,0,4,-1.0,2,0,0
3227,20,0,0,2,0,1,0.0,8,1,1
3228,34,0,0,1,0,9,-1.0,10,1,1
3229,26,1,1,1,0,1,-1.0,1,0,0
3230,46,0,0,0,0,9,-1.0,9,1,1
3231,21,0,0,2,0,0,0.0,8,1,1
3232,27,0,1,1,1,2,-1.0,5,1,1
3233,21,1,0,2,0,3,0.0,8,1,1
3234,29,0,1,1,0,1,-1.0,4,0,0
3235,46,0,1,0,0,4,0.0,4,0,0
3236,24,0,0,2,0,0,0.0,4,1,0
3237,51,1,1,0,1,2,0.0,1,0,0
3238,57,1,0,0,0,8,0.0,4,1,1
3239,33,0,0,1,0,4,-1.0,2,1,1
3240,23,0,0,2,0,4,-1.0,9,1,1
3241,29,0,0,1,0,5,0.0,8,0,0
3242,22,1,1,2,0,0,0.0,4,1,1
3243,56,1,1,0,0,10,-1.0,2,1,1
3244,33,1,1,1,1,1,-5.0,6,1,1
3245,27,0,0,1,0,0,-1.0,4,1,1
3247,40,0,0,1,0,3,-1.0,8,1,1
3248,48,1,0,0,0,0,-1.0,1,0,0
3249,32,0,0,1,0,10,-1.0,6,1,1
3251,24,1,0,2,0,1,-1.0,4,0,0
3252,32,0,0,1,0,1,-1.0,2,0,0
3253,19,0,0,2,0,2,-6.0,7,1,1
3255,23,0,0,2,0,6,-1.0,9,1,1
3256,39,0,1,1,0,17,-1.0,7,1,1
3257,25,0,0,1,0,1,-1.0,3,0,0
3258,42,0,0,1,0,6,-1.0,8,1,1
3259,29,1,1,1,0,1,-1.0,3,0,0
3260,38,1,1,1,0,2,-1.0,1,0,0
3261,32,0,1,1,0,10,-1.0,5,1,1
3262,23,1,1,2,0,4,-1.0,5,1,1
3263,58,0,0,0,0,10,-3.0,3,1,1
3264,42,0,0,1,0,9,0.0,6,1,1
3265,52,0,1,0,0,3,-1.0,4,0,0
3266,26,0,1,1,0,1,0.0,4,1,1
3267,27,0,1,1,0,1,0.0,1,0,0
3268,33,0,1,1,0,1,-1.0,2,0,0
3269,33,0,0,1,0,2,0.0,8,1,1
3270,23,1,0,2,0,0,-1.0,2,1,1
3271,25,0,0,1,0,4,-1.0,8,1,1
3272,32,0,0,1,0,0,-1.0,2,1,1
3273,34,0,1,1,0,14,-1.0,9,1,1
3274,29,1,1,1,1,0,-1.0,2,0,0
3275,38,0,0,1,0,19,-4.0,9,1,1
3276,29,1,1,1,0,0,-1.0,1,0,0
3277,27,0,0,1,0,6,-1.0,8,1,1
3278,25,1,1,1,0,0,0.0,2,1,1
3279,31,0,1,1,1,2,-1.0,5,1,1
3280,30,0,0,1,0,8,0.0,9,1,1
3281,41,0,0,1,0,0,-1.0,7,0,0
3282,59,0,0,0,0,8,-1.0,4,1,0
3283,21,1,1,2,0,1,-1.0,4,1,1
3285,27,0,0,1,0,6,-1.0,4,1,1
3286,30,0,0,1,0,0,-1.0,1,0,0
3287,43,0,1,1,0,4,-1.0,5,0,0
3288,24,0,1,2,1,2,-2.0,9,0,0
3289,45,1,0,0,0,13,-1.0,7,1,1
3290,23,0,1,2,0,0,0.0,9,1,1
3291,40,0,1,1,1,5,16.0,10,0,0
3292,23,0,0,2,1,0,-1.0,7,0,0
3293,39,0,0,1,0,3,-1.0,2,0,0
3294,26,0,0,1,1,5,-1.0,5,1,1
3295,26,1,1,1,1,0,-2.0,2,0,0
3296,21,1,0,2,0,0,0.0,4,0,0
3297,30,0,1,1,0,3,-1.0,3,0,0
3298,44,0,1,1,0,0,0.0,4,0,0
3299,21,0,0,2,0,1,-21.0,7,1,1
3300,23,1,0,2,0,0,-1.0,4,1,0
3301,49,0,0,0,1,1,-1.0,1,0,0
3302,23,0,0,2,0,3,-1.0,10,1,1
3303,24,0,0,2,0,1,-1.0,5,1,1
3304,21,0,0,2,1,1,-1.0,4,1,1
3305,37,0,1,1,1,7,-30.0,6,1,1
3307,28,0,1,1,0,2,-1.0,2,1,1
3309,23,0,0,2,0,7,0.0,6,1,1
3310,24,0,0,2,1,2,-1.0,6,1,1
3311,31,0,1,1,0,0,0.0,7,0,0
3312,24,1,0,2,0,2,-1.0,10,1,1
3313,25,0,0,1,0,1,-1.0,2,0,0
3315,33,1,0,1,0,1,-1.0,1,1,1
3316,26,1,0,1,0,24,-1.0,10,1,1
3317,27,0,0,1,0,1,-1.0,7,0,0
3321,46,0,1,0,0,0,-1.0,1,1,0
3322,38,1,1,1,1,1,-1.0,6,1,1
3323,24,1,0,2,1,0,-1.0,5,0,0
3324,38,1,0,1,1,0,-1.0,4,0,0
3325,27,0,0,1,0,7,-1.0,9,1,1
3326,48,0,0,0,0,6,-1.0,3,0,0
3327,31,0,1,1,1,2,-28.0,4,1,1
3328,28,1,0,1,0,5,-1.0,5,1,1
3329,30,0,1,1,0,7,-1.0,9,0,0
3330,25,1,1,1,0,6,-1.0,5,1,1
3332,55,1,1,0,0,0,0.0,1,0,0
3334,40,0,0,1,0,5,0.0,7,1,1
3335,21,0,0,2,0,0,-1.0,4,1,1
3337,28,0,0,1,0,10,-1.0,7,1,1
3338,20,0,0,2,0,2,-16.0,9,1,1
3340,31,0,0,1,0,10,-1.0,9,1,1
3341,57,1,0,0,1,0,-1.0,1,0,0
3342,25,1,0,1,0,0,-1.0,2,0,0
3343,22,0,0,2,0,7,-11.0,8,1,1
3344,31,0,0,1,0,3,-1.0,3,1,1
3345,43,0,0,1,0,7,0.0,4,0,0
3346,25,1,1,1,1,0,-1.0,4,0,0
3347,39,1,1,1,0,1,-1.0,2,0,0
3348,40,0,0,1,0,1,-1.0,1,0,0
3349,20,0,0,2,0,0,-1.0,5,1,1
3350,35,1,0,1,0,2,-1.0,7,0,0
3351,34,1,0,1,0,1,-1.0,1,1,1
3352,27,0,1,1,0,18,-1.0,9,1,1
3354,38,0,0,1,1,3,0.0,1,1,1
3355,21,0,1,2,0,0,-1.0,7,1,1
3356,25,1,0,1,0,0,-1.0,1,1,1
3357,53,1,0,0,0,6,-1.0,6,1,1
3358,50,0,0,0,1,4,-1.0,3,0,0
3359,23,1,1,2,1,1,0.0,6,0,0
3361,22,0,0,2,0,0,-1.0,5,1,1
3362,27,1,1,1,0,0,0.0,3,1,1
3363,29,0,0,1,0,5,0.0,8,1,1
3364,38,1,0,1,0,1,-1.0,1,0,0
3365,54,0,1,0,1,2,-3.0,2,0,0
3366,26,0,0,1,0,1,0.0,10,1,1
3367,37,0,0,1,0,23,-1.0,8,1,1
3368,36,1,0,1,0,25,0.0,10,1,1
3369,28,0,0,1,0,18,-1.0,10,1,1
3370,49,1,0,0,0,1,-1.0,1,0,0
3371,36,0,0,1,0,11,-1.0,7,1,0
3373,41,0,1,1,1,0,-1.0,3,0,0
3374,26,0,1,1,0,9,0.0,7,1,1
3375,40,0,1,1,0,9,-1.0,9,0,0
3377,21,0,0,2,0,7,-1.0,10,1,1
3378,22,0,0,2,0,0,-1.0,2,1,1
3379,33,0,1,1,0,0,-1.0,1,0,0
3380,26,0,0,1,0,7,-19.0,7,0,0
3381,27,1,0,1,1,0,-1.0,3,1,1
3382,35,0,0,1,0,1,-1.0,2,0,0
3383,27,1,0,1,0,3,-1.0,2,0,0
3384,37,1,1,1,0,3,-1.0,1,1,1
3385,31,0,0,1,1,3,-1.0,5,0,0
3386,36,0,0,1,0,26,-1.0,8,1,1
3387,32,1,0,1,1,0,-1.0,2,0,0
3388,50,0,1,0,0,1,-1.0,1,0,0
3389,52,0,1,0,0,1,-1.0,1,0,0
3390,24,1,0,2,0,1,-1.0,4,0,0
3391,38,0,0,1,0,0,0.0,4,0,0
3392,54,0,0,0,0,11,-1.0,8,0,0
3393,71,0,1,0,0,13,-1.0,2,0,0
3394,27,0,0,1,0,9,-1.0,7,1,1
3395,39,0,1,1,1,1,-1.0,4,0,0
3396,34,1,0,1,0,1,0.0,2,1,1
3397,23,1,0,2,0,0,-1.0,8,1,1
3399,36,0,0,1,1,5,0.0,6,1,1
3400,55,0,0,0,0,0,-1.0,1,0,0
3403,27,0,1,1,0,0,0.0,4,0,0
3404,23,0,0,2,0,2,0.0,4,1,1
3405,20,0,0,2,0,1,-1.0,7,1,1
3406,31,0,0,1,1,10,-3.0,8,0,0
3407,24,0,1,2,0,8,0.0,9,1,0
3408,37,0,1,1,1,2,-1.0,8,1,1
3410,26,0,1,1,0,0,-1.0,3,0,0
3413,29,0,1,1,0,0,-1.0,2,0,0
3414,41,1,0,1,0,4,0.0,1,1,1
3415,37,0,0,1,0,0,-1.0,1,1,1
3416,46,0,1,0,0,2,-1.0,3,0,0
3417,56,0,1,0,1,10,-1.0,5,1,1
3418,23,0,0,2,0,0,-1.0,3,1,1
3419,23,0,0,2,1,1,-2.0,5,1,1
3420,25,0,0,1,0,0,0.0,8,1,1
3421,24,0,0,2,0,1,-1.0,7,1,1
3424,26,1,1,1,0,1,-24.0,2,1,1
3425,24,0,1,2,0,2,-1.0,7,1,1
3427,23,0,0,2,0,0,-1.0,9,1,1
3428,43,0,1,1,0,2,-26.0,1,0,0
3429,53,1,1,0,1,0,-2.0,1,0,0
3430,24,0,0,2,0,1,-1.0,6,1,1
3432,28,0,0,1,0,0,0.0,4,0,0
3433,21,0,1,2,0,1,-1.0,3,0,0
3434,31,1,0,1,0,0,-1.0,2,0,0
3435,33,0,1,1,0,3,0.0,7,1,1
3436,35,0,0,1,1,1,-1.0,1,0,0
3437,55,1,1,0,0,3,0.0,3,0,0
3438,50,1,1,0,0,9,-1.0,5,1,1
3439,28,1,0,1,0,0,-2.0,3,0,0
3440,44,1,1,1,0,0,-1.0,1,1,1
3442,19,0,0,2,0,3,22.0,10,1,1
3443,23,1,0,2,0,2,-1.0,7,0,0
3444,24,0,0,2,0,3,0.0,8,1,1
3445,50,0,1,0,0,2,0.0,3,0,0
3446,31,1,0,1,0,0,0.0,4,0,0
3447,28,0,1,1,1,0,-1.0,4,1,1
3448,42,0,1,1,0,0,-1.0,1,0,0
3449,21,1,0,2,0,0,0.0,9,1,1
3452,21,0,1,2,0,0,0.0,8,1,1
3453,24,1,0,2,0,0,-1.0,4,1,1
3454,31,0,1,1,0,3,-1.0,5,1,1
3455,23,1,1,2,0,0,0.0,3,0,0
3456,27,0,1,1,0,0,0.0,9,1,1
3457,32,1,0,1,0,0,0.0,2,0,0
3459,28,0,0,1,0,7,-1.0,5,1,1
3460,67,1,1,0,0,0,-1.0,1,0,0
3461,32,0,0,1,1,11,0.0,7,0,0
3462,44,0,0,1,0,7,0.0,4,0,0
3463,25,0,0,1,0,1,-24.0,4,1,1
3464,30,1,0,1,1,15,0.0,8,1,1
3465,28,1,1,1,0,9,-1.0,4,0,0
3466,27,0,0,1,0,0,0.0,6,1,1
3468,36,1,0,1,0,8,-1.0,2,0,0
3469,25,1,1,1,1,0,0.0,4,0,0
3470,31,0,1,1,0,5,-1.0,5,1,1
3471,30,1,1,1,0,0,0.0,1,1,1
3472,33,0,0,1,0,4,-9.0,2,0,0
3473,38,1,1,1,0,0,0.0,1,0,0
3474,26,1,0,1,0,1,0.0,3,1,1
3475,52,0,1,0,0,5,-1.0,3,1,1
3476,22,1,1,2,1,2,-1.0,7,1,1
3477,50,0,1,0,0,0,-1.0,1,0,0
3479,58,0,1,0,0,1,-1.0,1,1,1
3480,34,1,1,1,0,3,-1.0,4,1,1
3481,32,0,1,1,0,1,0.0,1,1,1
3482,29,1,0,1,0,0,-1.0,1,1,1
3483,27,1,0,1,0,0,0.0,1,0,0
3484,39,0,1,1,0,5,-21.0,3,0,0
3485,24,0,0,2,0,0,-1.0,3,0,0
3486,38,1,0,1,0,8,-1.0,7,0,0
3487,52,0,1,0,0,7,-23.0,2,0,0
3488,56,1,0,0,0,3,-27.0,2,1,1
3489,46,0,1,0,0,7,0.0,6,1,1
3490,38,0,1,1,0,5,-11.0,1,1,1
3491,47,1,1,0,0,3,0.0,5,0,0
3492,32,0,1,1,0,0,-7.0,1,0,0
3493,34,1,0,1,0,27,-1.0,7,0,0
3494,42,0,0,1,0,5,-1.0,6,0,0
3495,35,1,0,1,1,0,-1.0,1,1,1
3496,20,0,1,2,0,0,-1.0,10,1,1
3497,32,0,1,1,1,2,-1.0,10,1,1
3498,21,1,1,2,0,0,-1.0,5,0,0
3499,24,1,0,2,0,0,0.0,2,1,1
3500,24,1,0,2,0,1,-1.0,9,1,1
3502,26,1,0,1,0,0,-1.0,3,1,1
3503,52,0,1,0,0,8,0.0,2,0,0
3504,27,1,0,1,0,1,-1.0,2,0,0
3505,27,1,1,1,1,0,0.0,5,0,0
3506,56,0,1,0,0,0,-1.0,1,0,0
3507,52,0,1,0,0,16,-4.0,9,1,1
3508,37,0,0,1,0,3,-1.0,1,1,1
3509,45,1,0,0,0,0,-6.0,1,0,0
3511,36,0,1,1,1,3,-27.0,6,1,1
3512,29,0,0,1,1,0,-3.0,2,0,0
3513,21,0,1,2,0,0,-5.0,3,0,0
3514,20,1,0,2,0,3,-1.0,2,1,1
3516,27,0,0,1,0,11,-1.0,8,0,0
3517,28,0,0,1,0,11,0.0,8,1,1
3518,38,1,0,1,0,4,-1.0,1,1,0
3519,30,0,0,1,0,0,-1.0,1,0,0
3520,19,0,0,2,1,1,-1.0,9,1,1
3521,37,0,1,1,1,1,-1.0,1,0,0
3522,34,1,0,1,0,0,-1.0,1,1,1
3523,37,0,1,1,0,7,-1.0,8,1,1
3524,21,0,0,2,0,1,-1.0,8,0,0
3525,21,0,0,2,0,0,-1.0,9,1,1
3526,38,0,1,1,1,3,-1.0,4,0,0
3527,47,1,0,0,0,1,0.0,4,0,0
3528,56,0,1,0,0,3,-1.0,2,0,0
3529,27,0,0,1,0,2,-1.0,7,1,1
3530,23,1,0,2,0,0,-1.0,8,0,0
3531,57,0,1,0,0,0,-2.0,1,0,0
3532,25,0,0,1,0,9,-17.0,7,0,0
3533,23,0,0,2,1,2,16.0,10,1,1
3534,32,0,0,1,0,8,0.0,10,1,1
3535,36,1,0,1,1,2,-2.0,5,0,0
3536,41,1,0,1,0,5,-1.0,5,0,0
3538,39,0,0,1,1,0,-1.0,1,0,0
3539,21,0,0,2,0,1,-1.0,6,1,1
3541,31,1,0,1,0,2,-1.0,4,0,0
3542,37,1,1,1,0,0,-2.0,1,0,0
3543,27,0,0,1,0,0,-1.0,2,0,0
3544,22,0,0,2,0,2,-22.0,4,1,1
3545,59,0,1,0,0,2,-19.0,1,0,0
3546,33,0,0,1,1,0,-1.0,9,1,1
3548,43,0,0,1,1,2,-1.0,3,0,0
3549,25,0,1,1,0,5,-1.0,4,1,1
3551,23,0,0,2,0,3,-1.0,5,1,1
3552,43,1,1,1,1,3,9.0,2,1,1
3553,56,1,1,0,0,9,-24.0,1,1,1
3554,20,0,0,2,1,1,-1.0,8,1,1
3555,50,1,0,0,0,2,-28.0,5,1,1
3557,54,1,1,0,1,1,-4.0,2,0,0
3558,20,0,0,2,0,1,-1.0,10,1,1
3559,36,1,0,1,0,3,-1.0,4,1,1
3560,36,0,0,1,1,3,0.0,6,1,1
3561,56,1,0,0,0,0,-1.0,4,0,0
3563,25,0,0,1,0,2,-1.0,9,1,0
3564,42,0,1,1,1,1,-1.0,3,1,1
3566,48,0,0,0,0,4,-1.0,6,0,0
3567,34,1,0,1,0,21,-1.0,10,1,1
3568,28,0,1,1,0,0,-1.0,2,0,0
3569,32,0,1,1,0,1,-1.0,3,0,0
3570,31,0,1,1,1,2,-1.0,1,0,0
3571,24,0,0,2,1,4,-1.0,9,1,1
3572,25,0,1,1,1,0,0.0,4,1,1
3573,32,0,1,1,1,4,-1.0,2,0,0
3574,37,0,0,1,0,20,0.0,9,1,1
3575,24,0,0,2,0,1,-1.0,3,1,1
3576,48,1,0,0,0,0,0.0,1,0,0
3578,35,0,0,1,0,1,0.0,2,0,0
3579,21,0,0,2,0,1,-1.0,4,1,1
3580,21,0,0,2,1,0,-1.0,10,1,1
3581,27,0,1,1,1,0,-1.0,2,1,1
3582,22,0,0,2,0,0,-1.0,2,0,0
3583,28,0,0,1,0,4,0.0,5,0,0
3584,26,1,0,1,0,0,-1.0,2,0,0
3585,23,1,0,2,0,0,-1.0,2,1,1
3586,34,0,1,1,0,0,-1.0,2,0,0
3587,22,0,0,2,0,3,-1.0,9,0,0
3588,30,0,0,1,0,5,-1.0,5,1,1
3589,44,0,1,1,0,5,0.0,2,0,0
3590,57,0,1,0,0,1,-1.0,2,0,0
3591,22,0,0,2,0,0,-1.0,8,1,1
3593,24,0,0,2,0,7,-1.0,8,1,1
3594,20,0,1,2,0,0,-1.0,4,0,0
3596,53,1,1,0,0,1,-8.0,1,1,1
3597,60,0,0,0,0,13,-13.0,3,0,0
3598,22,0,0,2,1,2,-1.0,5,0,0
3599,43,1,1,1,0,0,-1.0,1,0,0
3600,72,0,1,0,0,7,-1.0,4,0,0
3601,33,0,0,1,0,3,-1.0,5,1,1
3602,24,0,0,2,0,1,-1.0,4,1,1
3603,60,0,0,0,0,0,-1.0,1,0,0
3604,24,0,1,2,0,3,-1.0,5,1,1
3606,30,1,0,1,0,1,-5.0,4,0,0
3607,43,1,1,1,1,0,-1.0,6,0,0
3608,48,1,1,0,0,1,-8.0,1,0,0
3609,54,1,0,0,0,0,0.0,1,0,0
3610,45,1,0,0,0,1,-1.0,1,0,0
3611,36,0,0,1,0,0,-1.0,4,0,0
3612,31,1,1,1,0,1,0.0,1,1,0
3613,40,1,0,1,0,0,-1.0,1,0,0
3614,50,0,1,0,0,1,-4.0,1,0,0
3615,26,1,0,1,1,1,-24.0,6,0,0
3616,41,0,0,1,0,7,0.0,4,0,0
3617,34,0,1,1,0,5,-1.0,6,1,1
3618,28,0,1,1,1,0,-1.0,6,0,0
3620,23,0,1,2,0,2,0.0,9,1,1
3621,37,1,1,1,1,0,-2.0,1,1,1
3622,35,1,1,1,0,5,-1.0,2,0,0
3623,21,0,1,2,0,1,-1.0,6,1,1
3625,22,1,0,2,1,2,-1.0,8,1,1
3626,29,0,0,1,0,6,-1.0,8,1,1
3627,30,1,0,1,1,0,-2.0,2,0,0
3628,45,1,1,0,0,3,-1.0,3,1,1
3629,24,0,0,2,1,2,-1.0,4,0,0
3630,31,0,1,1,0,4,0.0,8,1,1
3631,56,1,1,0,0,0,-1.0,1,0,0
3633,24,0,0,2,0,14,-1.0,10,1,1
3634,38,0,0,1,0,11,-1.0,6,0,0
3635,51,0,0,0,0,22,-1.0,9,1,1
3636,22,0,1,2,0,0,-1.0,3,0,0
3637,28,1,0,1,0,5,-1.0,8,0,0
3638,47,0,0,0,0,19,-1.0,8,1,1
3639,51,1,0,0,0,0,-1.0,4,1,1
3640,25,1,1,1,0,1,0.0,3,0,0
3641,53,0,1,0,0,1,-1.0,1,0,0
3642,30,0,0,1,0,0,-1.0,1,0,0
3643,33,0,1,1,0,0,0.0,6,1,1
3644,35,0,0,1,0,5,-1.0,4,1,1
3645,33,0,0,1,1,0,-1.0,2,0,0
3647,59,1,0,0,0,1,-25.0,1,0,0
3649,33,0,1,1,1,1,-1.0,7,0,0
3650,27,0,0,1,0,2,-1.0,7,1,1
3651,29,0,0,1,1,9,-1.0,7,1,1
3653,24,0,0,2,0,3,-1.0,10,1,1
3654,43,0,0,1,0,5,-1.0,9,0,0
3655,37,1,0,1,0,11,-1.0,7,1,1
3656,53,0,0,0,0,13,-1.0,7,0,0
3658,26,0,0,1,0,4,0.0,8,1,1
3659,30,1,1,1,1,1,-27.0,3,0,0
3660,27,0,0,1,0,6,0.0,7,1,1
3661,39,0,1,1,0,9,-1.0,5,1,1
3662,37,1,1,1,0,4,0.0,4,1,1
3663,22,1,1,2,0,3,0.0,10,1,1
3664,25,0,1,1,0,0,-1.0,6,0,0
3665,26,0,1,1,0,1,0.0,5,0,0
3666,28,1,1,1,1,0,-2.0,6,0,0
3667,25,1,0,1,0,0,-1.0,5,1,1
3668,58,0,1,0,0,1,-1.0,1,0,0
3669,29,1,1,1,1,1,-2.0,5,1,1
3670,33,0,0,1,0,8,0.0,5,0,0
3671,38,0,0,1,0,0,-1.0,1,0,0
3672,38,0,1,1,0,2,-21.0,3,0,0
3673,59,0,0,0,0,22,-1.0,6,1,1
3674,29,1,0,1,0,4,-1.0,5,1,1
3676,53,1,1,0,0,0,-1.0,2,1,1
3677,33,0,0,1,0,2,-1.0,8,1,1
3678,58,1,1,0,0,1,-1.0,1,0,0
3681,53,0,1,0,0,2,-1.0,4,0,0
3682,32,1,1,1,0,0,-1.0,6,1,1
3683,35,0,0,1,0,6,-1.0,8,1,1
3684,39,0,1,1,0,1,-1.0,1,0,0
3685,36,1,1,1,0,1,-14.0,9,0,0
3686,42,1,1,1,1,5,-1.0,4,1,1
3687,37,1,0,1,0,0,-1.0,2,0,0
3688,39,0,1,1,0,0,-1.0,1,0,0
3689,52,1,1,0,1,3,-25.0,1,0,0
3690,60,1,0,0,0,1,-1.0,1,0,0
3691,37,1,1,1,0,2,-1.0,1,1,0
3692,42,0,1,1,0,4,-1.0,1,1,1
3694,23,0,0,2,0,6,0.0,6,1,1
3695,42,1,0,1,1,0,-1.0,1,1,1
3697,28,0,0,1,0,5,0.0,4,0,0
3698,38,0,1,1,0,12,-1.0,5,0,0
3699,43,0,0,1,1,2,-1.0,2,1,1
3700,42,0,0,1,0,0,-1.0,5,0,0
3701,25,1,1,1,1,0,-1.0,3,0,0
3702,32,0,0,1,0,7,0.0,9,1,1
3703,21,0,0,2,0,0,0.0,6,1,1
3704,35,1,1,1,1,1,-30.0,5,0,0
3705,37,0,1,1,0,0,-1.0,5,0,0
3706,33,0,0,1,1,2,0.0,2,0,0
3707,51,0,1,0,1,4,-11.0,3,0,0
3708,39,0,1,1,0,3,-1.0,4,1,0
3709,35,1,1,1,0,5,-1.0,6,1,1
3710,40,0,0,1,0,3,-1.0,7,0,0
3711,32,0,0,1,0,17,0.0,8,1,1
3713,32,0,1,1,0,3,0.0,6,1,1
3714,37,1,0,1,0,0,-1.0,1,0,0
3715,32,0,0,1,0,10,-1.0,6,1,1
3716,47,1,1,0,0,5,0.0,3,1,1
3717,23,1,1,2,1,0,-1.0,7,0,0
3718,63,0,1,0,0,10,0.0,4,1,1
3719,38,0,0,1,0,16,-1.0,9,1,1
3720,32,1,0,1,0,6,-1.0,5,1,1
3721,31,0,0,1,0,4,-1.0,8,1,1
3722,23,0,0,2,0,0,0.0,3,0,0
3723,38,1,1,1,0,1,-1.0,5,0,0
3724,47,1,1,0,1,0,-3.0,1,0,0
3725,33,0,1,1,0,1,-1.0,8,1,1
3726,22,0,1,2,0,1,-11.0,4,1,0
3728,40,1,1,1,0,0,-1.0,1,1,1
3729,36,0,0,1,0,14,-1.0,7,1,1
3730,65,1,1,0,1,0,0.0,1,0,0
3732,22,1,0,2,1,0,-1.0,3,0,0
3733,34,1,1,1,0,0,0.0,1,0,0
3734,38,0,1,1,1,0,-1.0,1,0,0
3735,26,0,1,1,1,4,-2.0,3,1,1
3736,20,1,1,2,0,0,-1.0,4,1,1
3737,49,0,1,0,0,0,-3.0,1,0,0
3739,52,0,1,0,0,2,0.0,9,1,1
3740,25,1,0,1,0,2,-1.0,2,1,1
3741,34,0,0,1,0,5,-1.0,1,0,0
3742,33,1,0,1,0,1,-1.0,1,1,1
3743,21,0,0,2,0,1,-1.0,7,0,0
3744,46,0,0,0,0,9,-1.0,4,0,0
3746,57,1,1,0,0,1,-1.0,4,0,0
3747,22,0,0,2,0,2,0.0,3,1,1
3748,48,1,1,0,1,1,-1.0,1,1,1
3749,40,0,0,1,0,21,-1.0,5,0,0
3750,30,0,0,1,1,1,-1.0,2,0,0
3751,21,1,1,2,0,4,-1.0,7,1,1
3752,39,0,0,1,1,22,-1.0,10,1,1
3754,33,1,1,1,1,0,-1.0,6,1,1
3755,24,0,0,2,0,0,0.0,3,0,0
3756,43,0,0,1,0,0,-1.0,1,1,1
3757,45,1,1,0,1,0,0.0,1,0,0
3758,51,0,0,0,0,3,-18.0,3,0,0
3760,31,1,0,1,0,9,-1.0,7,1,1
3761,27,1,1,1,0,0,-1.0,2,0,0
3762,32,0,0,1,0,1,-1.0,2,0,0
3763,49,1,1,0,0,0,-3.0,1,0,0
3764,29,0,0,1,0,2,-1.0,3,0,0
3765,23,0,0,2,0,2,-1.0,6,1,1
3766,30,1,0,1,0,6,-1.0,3,1,0
3768,30,1,1,1,0,0,0.0,4,0,0
3769,34,0,0,1,0,13,-1.0,4,1,1
3771,33,0,0,1,0,4,0.0,6,0,0
3772,28,1,0,1,0,1,-1.0,2,0,0
3773,29,0,0,1,0,1,-1.0,8,0,0
3774,38,1,1,1,0,0,-1.0,1,0,0
3775,37,0,1,1,0,0,-1.0,3,0,0
3776,33,1,1,1,1,0,-1.0,1,1,1
3777,30,0,1,1,0,0,0.0,2,0,0
3778,51,0,0,0,0,19,-1.0,9,0,0
3779,65,1,0,0,0,7,-1.0,5,0,0
3780,32,1,0,1,1,1,-1.0,1,0,0
3781,38,0,1,1,0,5,-2.0,7,1,1
3782,35,0,0,1,0,1,-1.0,4,0,0
3783,57,0,1,0,0,1,-26.0,1,0,0
3784,26,0,1,1,0,1,0.0,3,0,0
3786,36,1,0,1,1,4,-1.0,6,1,1
3787,33,0,1,1,1,2,-10.0,4,1,1
3788,35,0,1,1,0,3,-1.0,5,1,1
3789,33,0,0,1,0,0,-1.0,1,0,0
3790,47,1,1,0,0,0,0.0,1,0,0
3791,53,1,1,0,1,0,-1.0,1,0,0
3793,35,1,1,1,0,1,-15.0,4,1,1
3794,36,0,0,1,1,1,-1.0,3,1,1
3795,25,1,1,1,1,0,-1.0,3,0,0
3796,52,0,1,0,0,10,0.0,6,0,0
3799,51,0,1,0,0,6,0.0,3,1,1
3800,24,0,0,2,0,8,-1.0,8,1,1
3801,32,0,1,1,0,0,-1.0,2,1,1
3802,43,0,0,1,0,8,-1.0,7,1,1
3803,45,1,0,0,0,20,-1.0,7,1,0
3804,42,1,0,1,0,10,-1.0,5,1,1
3805,22,0,0,2,0,1,-1.0,7,1,1
3806,49,0,0,0,0,4,-26.0,4,0,0
3807,42,0,0,1,0,0,-3.0,1,1,1
3808,40,1,1,1,0,0,-1.0,8,1,1
3809,25,0,0,1,0,2,-1.0,7,1,1
3810,25,1,1,1,0,0,-1.0,5,1,1
3811,23,0,0,2,0,0,-1.0,5,0,0
3812,21,0,1,2,0,2,-1.0,7,1,1
3813,31,1,1,1,0,3,0.0,5,0,0
3814,28,1,0,1,1,0,0.0,2,0,0
3815,24,0,0,2,0,11,-1.0,9,1,1
3816,45,0,1,0,0,0,0.0,1,0,0
3817,23,1,0,2,0,2,-1.0,4,1,1
3818,39,0,0,1,0,7,0.0,8,1,1
3820,24,0,0,2,0,1,-1.0,2,0,0
3821,46,0,1,0,0,1,-1.0,1,0,0
3822,47,0,1,0,0,3,-1.0,1,0,0
3824,22,1,0,2,0,1,-1.0,4,1,1
3825,34,1,1,1,1,0,-2.0,2,0,0
3826,33,1,1,1,0,0,0.0,1,1,1
3828,29,0,0,1,0,16,-1.0,10,1,1
3829,34,1,1,1,0,3,-6.0,2,0,0
3831,29,1,0,1,0,0,0.0,6,0,0
3832,25,1,1,1,1,2,-1.0,3,1,1
3833,34,0,1,1,0,16,-1.0,6,1,1
3834,55,0,0,0,1,1,-1.0,1,0,0
3835,27,0,0,1,0,0,-1.0,4,1,1
